#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_v2        l2_rho_v3        l2_rho_e         linf_rho         linf_rho_v1      linf_rho_v2      linf_rho_v3      linf_rho_e       dsdu_ut          e_kinetic        e_total          entropy          pressure      
   136100  1.53702161e+01  9.92713162e-05   1.65557497e-03   3.11749937e-01   3.11173880e-01   2.30899232e-01   4.06946205e-01   4.11666489e-02   3.85195763e+00   3.78763855e+00   3.54180931e+00   8.28476370e+00  -1.99409107e-17   1.24967206e-01   1.78696429e+02  -1.06717404e+01   7.14285845e+01
   136200  1.53801393e+01  9.92047683e-05   1.64914051e-03   3.11982350e-01   3.11292770e-01   2.30999828e-01   4.06121242e-01   4.12239301e-02   3.86563891e+00   3.75477896e+00   3.49795868e+00   8.17591238e+00  -1.82388830e-17   1.24968456e-01   1.78696429e+02  -1.06717404e+01   7.14285840e+01
   136300  1.53900586e+01  9.91318557e-05   1.64687279e-03   3.12219635e-01   3.11408145e-01   2.31103660e-01   4.05339946e-01   4.08922742e-02   3.86572263e+00   3.75531285e+00   3.53241610e+00   8.25466105e+00  -2.35696302e-17   1.24969522e-01   1.78696429e+02  -1.06717404e+01   7.14285836e+01
   136400  1.53999544e+01  9.87939492e-05   1.64983686e-03   3.12463925e-01   3.11526069e-01   2.31199475e-01   4.05158500e-01   4.13225911e-02   3.85225164e+00   3.74321542e+00   3.65693687e+00   8.52729967e+00   1.68288313e-17   1.24970064e-01   1.78696429e+02  -1.06717404e+01   7.14285834e+01
   136500  1.54098183e+01  9.84919707e-05   1.65658673e-03   3.12715982e-01   3.11651700e-01   2.31277491e-01   4.05562815e-01   4.25005285e-02   3.82545430e+00   3.71966143e+00   3.77163157e+00   8.78220637e+00   1.33871863e-17   1.24970107e-01   1.78696429e+02  -1.06717404e+01   7.14285834e+01
   136600  1.54196536e+01  9.82223844e-05   1.66414513e-03   3.12975000e-01   3.11788661e-01   2.31331068e-01   4.06118712e-01   4.35691287e-02   3.78580790e+00   3.68594556e+00   3.87515720e+00   8.99266837e+00   9.00579816e-18   1.24969977e-01   1.78696429e+02  -1.06717404e+01   7.14285834e+01
   136700  1.54294636e+01  9.79836511e-05   1.66991272e-03   3.13238383e-01   3.11938395e-01   2.31357510e-01   4.06374521e-01   4.44906886e-02   3.81724960e+00   3.64328496e+00   3.96605307e+00   9.13831853e+00   9.90008388e-19   1.24970019e-01   1.78696429e+02  -1.06717404e+01   7.14285834e+01
   136800  1.54392512e+01  9.77758236e-05   1.67304773e-03   3.13502197e-01   3.12100047e-01   2.31358026e-01   4.06165803e-01   4.52464746e-02   3.88261089e+00   3.59272652e+00   4.04271203e+00   9.21301007e+00  -3.43591918e-17   1.24970309e-01   1.78696429e+02  -1.06717404e+01   7.14285833e+01
   136900  1.54490196e+01  9.75997035e-05   1.67468323e-03   3.13761956e-01   3.12270871e-01   2.31336868e-01   4.05665140e-01   4.58142014e-02   3.94026079e+00   3.60967336e+00   4.10342865e+00   9.22559827e+00  -1.04857842e-17   1.24970544e-01   1.78696429e+02  -1.06717404e+01   7.14285832e+01
   137000  1.54587720e+01  9.74563361e-05   1.67719555e-03   3.14013537e-01   3.12447160e-01   2.31299996e-01   4.05229785e-01   4.61529234e-02   3.98914045e+00   3.69378607e+00   4.14651510e+00   9.19376597e+00   4.75903370e-18   1.24970155e-01   1.78696429e+02  -1.06717404e+01   7.14285834e+01
   137100  1.54685119e+01  9.73473078e-05   1.68301447e-03   3.14254040e-01   3.12625498e-01   2.31253689e-01   4.05170754e-01   4.62077335e-02   4.02854924e+00   3.79562428e+00   4.17041119e+00   9.13472900e+00   1.48610531e-17   1.24968608e-01   1.78696429e+02  -1.06717404e+01   7.14285840e+01
   137200  1.54782427e+01  9.72756914e-05   1.69344582e-03   3.14482396e-01   3.12803996e-01   2.31203374e-01   4.05550951e-01   4.59308956e-02   4.05798626e+00   3.89121621e+00   4.17371692e+00   9.05780852e+00   4.67686082e-19   1.24965735e-01   1.78696429e+02  -1.06717404e+01   7.14285851e+01
   137300  1.54879684e+01  9.72469865e-05   1.70800728e-03   3.14699545e-01   3.12982996e-01   2.31152835e-01   4.06110482e-01   4.61713315e-02   4.07686674e+00   3.98032010e+00   4.15514548e+00   8.96209260e+00   1.53383551e-17   1.24961898e-01   1.78696429e+02  -1.06717404e+01   7.14285867e+01
   137400  1.54976937e+01  9.72693525e-05   1.72469846e-03   3.14908012e-01   3.13164879e-01   2.31103869e-01   4.06394711e-01   4.79456172e-02   4.08433720e+00   4.06313141e+00   4.11346986e+00   8.83920260e+00   7.76271478e-19   1.24957852e-01   1.78696429e+02  -1.06717404e+01   7.14285883e+01
   137500  1.55074243e+01  9.73528368e-05   1.74112253e-03   3.15111011e-01   3.13352957e-01   2.31056489e-01   4.06052850e-01   4.94346692e-02   4.07932694e+00   4.14006009e+00   4.04754981e+00   8.75532394e+00  -3.22331870e-18   1.24954328e-01   1.78696429e+02  -1.06717404e+01   7.14285897e+01
   137600  1.55171668e+01  9.75078945e-05   1.75569461e-03   3.15311428e-01   3.13549974e-01   2.31009702e-01   4.05120335e-01   5.06293634e-02   4.06080001e+00   4.21140138e+00   3.95646419e+00   8.84873538e+00  -2.33797693e-17   1.24951636e-01   1.78696429e+02  -1.06717404e+01   7.14285908e+01
   137700  1.55269288e+01  9.77438973e-05   1.76799826e-03   3.15511169e-01   3.13756938e-01   2.30962747e-01   4.04047660e-01   5.22254045e-02   4.02803200e+00   4.27709419e+00   3.83968910e+00   8.90884007e+00   1.32377016e-17   1.24949564e-01   1.78696429e+02  -1.06717404e+01   7.14285916e+01
   137800  1.55367188e+01  9.80683288e-05   1.77800794e-03   3.15711070e-01   3.13972750e-01   2.30916465e-01   4.03392954e-01   5.35207793e-02   3.98072290e+00   4.33671044e+00   3.69722850e+00   8.93123159e+00   1.13420431e-17   1.24947686e-01   1.78696429e+02  -1.06717404e+01   7.14285924e+01
   137900  1.55465460e+01  9.84869719e-05   1.78493049e-03   3.15911139e-01   3.14194529e-01   2.30874274e-01   4.03383572e-01   5.45575583e-02   3.92994718e+00   4.38965886e+00   3.52964947e+00   8.90098725e+00   1.61985478e-17   1.24945820e-01   1.78696429e+02  -1.06717404e+01   7.14285931e+01
   138000  1.55564200e+01  9.90048319e-05   1.78691423e-03   3.16110674e-01   3.14418141e-01   2.30842282e-01   4.03727394e-01   5.53454734e-02   3.87765410e+00   4.43543046e+00   3.34019582e+00   9.09242934e+00  -6.96021792e-18   1.24944233e-01   1.78696429e+02  -1.06717404e+01   7.14285937e+01
   138100  1.55663506e+01  9.95663463e-05   1.78221355e-03   3.16308045e-01   3.14638520e-01   2.30828355e-01   4.03883531e-01   5.58321846e-02   3.84686705e+00   4.47367872e+00   3.46868947e+00   9.44605925e+00  -1.64415698e-17   1.24943404e-01   1.78696429e+02  -1.06717404e+01   7.14285941e+01
   138200  1.55763152e+01  9.97365584e-05   1.77107841e-03   3.16499860e-01   3.14849230e-01   2.30840271e-01   4.03583364e-01   5.59062431e-02   3.88618513e+00   4.50397436e+00   3.60889589e+00   9.76833780e+00   6.82690553e-18   1.24943515e-01   1.78696429e+02  -1.06717404e+01   7.14285940e+01
   138300  1.55862837e+01  9.96421590e-05   1.75665053e-03   3.16681968e-01   3.15043844e-01   2.30883297e-01   4.03124994e-01   5.54418264e-02   3.90973300e+00   4.52572154e+00   3.74456146e+00   1.00530810e+01  -1.89233656e-17   1.24944158e-01   1.78696429e+02  -1.06717404e+01   7.14285938e+01
   138400  1.55962464e+01  9.96264013e-05   1.74365820e-03   3.16851287e-01   3.15217822e-01   2.30958618e-01   4.03126380e-01   5.43540072e-02   3.91621662e+00   4.53810929e+00   3.87373561e+00   1.02818352e+01   2.59259813e-17   1.24944583e-01   1.78696429e+02  -1.06717404e+01   7.14285936e+01
   138500  1.56062120e+01  9.97007536e-05   1.73581758e-03   3.17007232e-01   3.15369742e-01   2.31062891e-01   4.03961822e-01   5.27241493e-02   3.90478506e+00   4.54021941e+00   3.99429183e+00   1.04261435e+01  -1.55735094e-18   1.24944262e-01   1.78696429e+02  -1.06717404e+01   7.14285937e+01
   138600  1.56161899e+01  9.98707437e-05   1.73394193e-03   3.17152266e-01   3.15501661e-01   2.31188362e-01   4.05401028e-01   5.39855970e-02   3.87531970e+00   4.53135451e+00   4.10341699e+00   1.04569850e+01  -3.95693022e-17   1.24943285e-01   1.78696429e+02  -1.06717404e+01   7.14285941e+01
   138700  1.56261796e+01  9.97244974e-05   1.73606213e-03   3.17291546e-01   3.15618711e-01   2.31323457e-01   4.06755400e-01   5.70537609e-02   3.89347543e+00   4.51139218e+00   4.19743123e+00   1.03559288e+01   4.61265233e-17   1.24942280e-01   1.78696429e+02  -1.06717404e+01   7.14285945e+01
   138800  1.56361264e+01  9.92357028e-05   1.73924948e-03   3.17431088e-01   3.15727400e-01   2.31453540e-01   4.07391788e-01   5.98149867e-02   3.92704851e+00   4.48103352e+00   4.27175670e+00   1.02062339e+01  -2.16184613e-18   1.24941955e-01   1.78696429e+02  -1.06717404e+01   7.14285946e+01
   138900  1.56460302e+01  9.88651571e-05   1.74166233e-03   3.17577601e-01   3.15835076e-01   2.31564561e-01   4.07205842e-01   6.21074471e-02   3.95676325e+00   4.44128488e+00   4.32237214e+00   9.96975134e+00   1.25908087e-17   1.24942606e-01   1.78696429e+02  -1.06717404e+01   7.14285944e+01
   139000  1.56559030e+01  9.86115687e-05   1.74329223e-03   3.17736685e-01   3.15947927e-01   2.31644567e-01   4.06682588e-01   6.38317319e-02   3.98304433e+00   4.39302775e+00   4.34547551e+00   9.54263140e+00  -1.21161292e-17   1.24943998e-01   1.78696429e+02  -1.06717404e+01   7.14285938e+01
   139100  1.56657562e+01  9.84731999e-05   1.74534298e-03   3.17912121e-01   3.16070163e-01   2.31685250e-01   4.06607459e-01   6.49735310e-02   4.00628605e+00   4.33682685e+00   4.33742931e+00   9.24023338e+00   1.44991427e-17   1.24945562e-01   1.78696429e+02  -1.06717404e+01   7.14285932e+01
   139200  1.56756013e+01  9.84479749e-05   1.74897025e-03   3.18105684e-01   3.16203811e-01   2.31683055e-01   4.07618365e-01   6.55920880e-02   4.02668121e+00   4.27296642e+00   4.29471973e+00   9.95168901e+00   1.21790701e-17   1.24946749e-01   1.78696429e+02  -1.06717404e+01   7.14285927e+01
   139300  1.56854495e+01  9.85333029e-05   1.75415935e-03   3.18317093e-01   3.16348794e-01   2.31639450e-01   4.09826078e-01   6.57725903e-02   4.04405278e+00   4.20162132e+00   4.24582100e+00   1.06006671e+01  -2.00930179e-17   1.24947307e-01   1.78696429e+02  -1.06717404e+01   7.14285925e+01
   139400  1.56952987e+01  9.83982390e-05   1.75936069e-03   3.18543690e-01   3.16502931e-01   2.31560462e-01   4.12696073e-01   6.55648186e-02   4.05774036e+00   4.14577446e+00   4.21467770e+00   1.11292422e+01  -1.48986428e-17   1.24947368e-01   1.78696429e+02  -1.06717404e+01   7.14285925e+01
   139500  1.57051329e+01  9.83113347e-05   1.76222506e-03   3.18780453e-01   3.16662176e-01   2.31455628e-01   4.15292877e-01   6.49433706e-02   4.06665703e+00   4.15707044e+00   4.15709750e+00   1.15410408e+01  -2.29690688e-17   1.24947304e-01   1.78696429e+02  -1.06717404e+01   7.14285925e+01
   139600  1.57149659e+01  9.83297587e-05   1.76115273e-03   3.19021463e-01   3.16821789e-01   2.31335889e-01   4.16794592e-01   6.38100630e-02   4.06950266e+00   4.13229892e+00   4.07313294e+00   1.18654627e+01  -1.43173134e-17   1.24947435e-01   1.78696429e+02  -1.06717404e+01   7.14285925e+01
   139700  1.57247538e+01  9.74559623e-05   1.75664135e-03   3.19258587e-01   3.16975618e-01   2.31212983e-01   4.16931131e-01   6.20566847e-02   4.06498669e+00   4.07267695e+00   4.16255430e+00   1.21342830e+01   9.54429279e-18   1.24947774e-01   1.78696429e+02  -1.06717404e+01   7.14285923e+01
   139800  1.57344601e+01  9.66965250e-05   1.75130853e-03   3.19484377e-01   3.17118217e-01   2.31097247e-01   4.16089764e-01   5.96355984e-02   4.05219507e+00   3.98071010e+00   4.35286019e+00   1.23632113e+01   1.63926157e-17   1.24948025e-01   1.78696429e+02  -1.06717404e+01   7.14285922e+01
   139900  1.57440966e+01  9.60622827e-05   1.74815614e-03   3.19694439e-01   3.17246532e-01   2.30995992e-01   4.14916605e-01   5.65835645e-02   4.03061293e+00   3.85920989e+00   4.51978616e+00   1.25438983e+01  -2.05904261e-17   1.24947866e-01   1.78696429e+02  -1.06717404e+01   7.14285923e+01
   140000  1.57536764e+01  9.55610020e-05   1.74845848e-03   3.19887156e-01   3.17359805e-01   2.30913623e-01   4.13769721e-01   5.75058641e-02   4.00008257e+00   3.71113688e+00   4.66148448e+00   1.26503903e+01   2.21674461e-17   1.24947279e-01   1.78696429e+02  -1.06717404e+01   7.14285925e+01
   140100  1.57632130e+01  9.51971201e-05   1.75089267e-03   3.20063895e-01   3.17459680e-01   2.30851506e-01   4.12465060e-01   5.87965290e-02   3.96072145e+00   3.74981386e+00   4.77687097e+00   1.26557296e+01   2.84458039e-18   1.24946652e-01   1.78696429e+02  -1.06717404e+01   7.14285928e+01
   140200  1.57727202e+01  9.49720096e-05   1.75269938e-03   3.20228425e-01   3.17549625e-01   2.30808126e-01   4.10522896e-01   5.92531677e-02   3.93872566e+00   3.81314750e+00   4.86540107e+00   1.25461718e+01  -3.36130795e-17   1.24946527e-01   1.78696429e+02  -1.06717404e+01   7.14285928e+01
   140300  1.57822118e+01  9.48846304e-05   1.75197708e-03   3.20385765e-01   3.17633938e-01   2.30779615e-01   4.07714325e-01   5.89365567e-02   3.96663041e+00   3.86580308e+00   4.92683646e+00   1.23254208e+01   2.82062787e-17   1.24947180e-01   1.78696429e+02  -1.06717404e+01   7.14285926e+01
   140400  1.57917016e+01  9.49322085e-05   1.74928059e-03   3.20540966e-01   3.17716786e-01   2.30760601e-01   4.04451390e-01   5.79513126e-02   3.98173832e+00   3.90758352e+00   4.96111979e+00   1.20084179e+01  -2.13299821e-18   1.24948356e-01   1.78696429e+02  -1.06717404e+01   7.14285921e+01
   140500  1.58012027e+01  9.51106471e-05   1.74726015e-03   3.20698226e-01   3.17801621e-01   2.30745241e-01   4.01676963e-01   5.64166812e-02   3.98419984e+00   3.93809031e+00   4.96841482e+00   1.16107303e+01   2.78399975e-17   1.24949380e-01   1.78696429e+02  -1.06717404e+01   7.14285917e+01
   140600  1.58107281e+01  9.54146281e-05   1.74858283e-03   3.20860444e-01   3.17891017e-01   2.30728234e-01   4.00289346e-01   5.44381394e-02   3.97401196e+00   3.95674806e+00   4.94926690e+00   1.11416150e+01  -2.44411872e-17   1.24949598e-01   1.78696429e+02  -1.06717404e+01   7.14285916e+01
   140700  1.58202900e+01  9.58376219e-05   1.75375794e-03   3.21029059e-01   3.17986679e-01   2.30705582e-01   4.00526438e-01   5.20919126e-02   3.95117459e+00   3.96295934e+00   4.90475805e+00   1.08067386e+01  -1.23521576e-17   1.24948808e-01   1.78696429e+02  -1.06717404e+01   7.14285919e+01
   140800  1.58298999e+01  9.63720841e-05   1.76066031e-03   3.21203936e-01   3.18089355e-01   2.30674969e-01   4.01817892e-01   5.04051919e-02   3.91582401e+00   3.95626448e+00   4.83652453e+00   1.05065623e+01  -1.52225263e-17   1.24947378e-01   1.78696429e+02  -1.06717404e+01   7.14285925e+01
   140900  1.58395684e+01  9.70099304e-05   1.76615791e-03   3.21383283e-01   3.18198628e-01   2.30635765e-01   4.03237468e-01   5.22311225e-02   3.86828229e+00   3.93637170e+00   4.74658469e+00   1.01662813e+01  -1.57894318e-17   1.24945949e-01   1.78696429e+02  -1.06717404e+01   7.14285930e+01
   141000  1.58493057e+01  9.77430876e-05   1.76848295e-03   3.21563821e-01   3.18312861e-01   2.30588710e-01   4.04175207e-01   5.37606761e-02   3.80900959e+00   3.90301801e+00   4.63704271e+00   9.78139100e+00  -5.11128983e-17   1.24944969e-01   1.78696429e+02  -1.06717404e+01   7.14285934e+01
   141100  1.58591208e+01  9.85637558e-05   1.76846897e-03   3.21741443e-01   3.18429588e-01   2.30535373e-01   4.04699162e-01   5.49488751e-02   3.73849936e+00   3.85575989e+00   4.50981709e+00   9.34358221e+00  -1.53418518e-19   1.24944399e-01   1.78696429e+02  -1.06717404e+01   7.14285937e+01
   141200  1.58690016e+01  9.88811394e-05   1.76878146e-03   3.21911991e-01   3.18546193e-01   2.30477566e-01   4.05365572e-01   5.57945523e-02   3.66335695e+00   3.79401160e+00   4.36684428e+00   8.97118188e+00  -3.06312529e-17   1.24943804e-01   1.78696429e+02  -1.06717404e+01   7.14285939e+01
   141300  1.58788971e+01  9.90499446e-05   1.77179086e-03   3.22072341e-01   3.18660878e-01   2.30416656e-01   4.06664377e-01   5.63078064e-02   3.64206968e+00   3.71746792e+00   4.21059756e+00   9.20213844e+00  -7.98038550e-18   1.24942734e-01   1.78696429e+02  -1.06717404e+01   7.14285943e+01
   141400  1.58888126e+01  9.92415165e-05   1.77784757e-03   3.22222812e-01   3.18774580e-01   2.30352208e-01   4.08586443e-01   5.64761697e-02   3.61389047e+00   3.62573315e+00   4.13778212e+00   9.38385153e+00   3.75547553e-18   1.24941086e-01   1.78696429e+02  -1.06717404e+01   7.14285950e+01
   141500  1.58987493e+01  9.95140299e-05   1.78526199e-03   3.22366040e-01   3.18890277e-01   2.30281879e-01   4.10640454e-01   5.62430981e-02   3.57979537e+00   3.51882244e+00   4.12399155e+00   9.51354973e+00  -2.66240137e-17   1.24939187e-01   1.78696429e+02  -1.06717404e+01   7.14285958e+01
   141600  1.59087204e+01  9.98871281e-05   1.79169362e-03   3.22506455e-01   3.19012450e-01   2.30201360e-01   4.12246906e-01   5.55286399e-02   3.56641782e+00   3.39700883e+00   4.09045096e+00   9.59267234e+00  -3.67767355e-18   1.24937585e-01   1.78696429e+02  -1.06717404e+01   7.14285964e+01
   141700  1.59187128e+01  9.99758856e-05   1.79571847e-03   3.22648586e-01   3.19145467e-01   2.30105334e-01   4.13166881e-01   5.42693502e-02   3.58370463e+00   3.43251750e+00   4.03743788e+00   9.62816383e+00   4.46758223e-17   1.24936707e-01   1.78696429e+02  -1.06717404e+01   7.14285967e+01
   141800  1.59287159e+01  1.00044144e-04   1.79759175e-03   3.22796214e-01   3.19292705e-01   2.29988518e-01   4.13691564e-01   5.35091479e-02   3.59811513e+00   3.49638166e+00   3.96532526e+00   9.63382880e+00  -3.09459576e-18   1.24936601e-01   1.78696429e+02  -1.06717404e+01   7.14285968e+01
   141900  1.59387215e+01  1.00080929e-04   1.79871227e-03   3.22951475e-01   3.19455820e-01   2.29847123e-01   4.14450983e-01   5.27393496e-02   3.61029136e+00   3.64999405e+00   3.87450544e+00   9.71963824e+00  -1.33644576e-17   1.24936932e-01   1.78696429e+02  -1.06717404e+01   7.14285967e+01
   142000  1.59487347e+01  1.00194589e-04   1.80019818e-03   3.23114769e-01   3.19634855e-01   2.29679981e-01   4.15959491e-01   5.15002797e-02   3.62120780e+00   3.92808106e+00   3.76701239e+00   9.82146051e+00   3.80093287e-17   1.24937249e-01   1.78696429e+02  -1.06717404e+01   7.14285965e+01
   142100  1.59587603e+01  1.00233400e-04   1.80154202e-03   3.23284901e-01   3.19828363e-01   2.29489570e-01   4.18185073e-01   4.99607336e-02   3.63175364e+00   4.18530248e+00   3.74140754e+00   9.86850223e+00   2.50015363e-17   1.24937364e-01   1.78696429e+02  -1.06717404e+01   7.14285965e+01
   142200  1.59687753e+01  1.00081824e-04   1.80041354e-03   3.23459108e-01   3.20033031e-01   2.29282853e-01   4.20456815e-01   4.82150255e-02   3.65190659e+00   4.41712699e+00   3.84388168e+00   9.85757072e+00   5.03352609e-18   1.24937537e-01   1.78696429e+02  -1.06717404e+01   7.14285964e+01
   142300  1.59787791e+01  1.00007344e-04   1.79407487e-03   3.23634277e-01   3.20244499e-01   2.29069751e-01   4.21870011e-01   4.85778798e-02   3.67864177e+00   4.61995427e+00   3.93583842e+00   9.91669428e+00  -2.47183022e-17   1.24938286e-01   1.78696429e+02  -1.06717404e+01   7.14285961e+01
   142400  1.59887794e+01  1.00011168e-04   1.78158220e-03   3.23806866e-01   3.20456903e-01   2.28862013e-01   4.21913386e-01   5.03700859e-02   3.69320573e+00   4.79124937e+00   4.00890834e+00   9.97602274e+00   1.95431590e-17   1.24939907e-01   1.78696429e+02  -1.06717404e+01   7.14285955e+01
   142500  1.59987841e+01  1.00094872e-04   1.76520746e-03   3.23972982e-01   3.20662935e-01   2.28671675e-01   4.20875093e-01   5.14074534e-02   3.69684143e+00   4.92972621e+00   4.06140602e+00   9.99079865e+00   3.12991261e-17   1.24942112e-01   1.78696429e+02  -1.06717404e+01   7.14285946e+01
