#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_v2        l2_rho_v3        l2_rho_theta     linf_rho         linf_rho_v1      linf_rho_v2      linf_rho_v3      linf_rho_theta   dsdu_ut          energy_kinetic   entropy          entropy_phys     pressurecompute
    34600  3.78315487e+01  9.28961544e-04   5.10435783e-03   3.61970976e-01   3.64224114e-01   2.27278917e-01   3.10671643e-03   1.39910230e-01   4.99168086e+00   5.10706094e+00   4.52872614e+00   6.49612303e-02   2.21013581e-15   1.25041196e-01   1.78536441e+02  -1.06637391e+01   7.14143261e+01
    34700  3.79236772e+01  9.19225483e-04   5.15816270e-03   3.62207359e-01   3.64707532e-01   2.26979656e-01   3.17027455e-03   1.67864452e-01   4.89367185e+00   5.18083270e+00   4.41217051e+00   6.75364454e-02   2.81614508e-15   1.25034828e-01   1.78536441e+02  -1.06637382e+01   7.14143287e+01
    34800  3.80162167e+01  9.31344107e-04   5.17579880e-03   3.62519630e-01   3.65199795e-01   2.26234545e-01   3.08909454e-03   1.71670848e-01   4.26782948e+00   4.65613296e+00   5.23848552e+00   6.34367187e-02   2.84690221e-15   1.25029378e-01   1.78536441e+02  -1.06637370e+01   7.14143309e+01
    34900  3.81083412e+01  9.15692676e-04   5.19017494e-03   3.62541152e-01   3.65688802e-01   2.25595784e-01   2.81517227e-03   1.79326348e-01   4.57113286e+00   3.95017868e+00   4.89344904e+00   8.53245687e-02   1.47231425e-15   1.25034892e-01   1.78536441e+02  -1.06637362e+01   7.14143287e+01
    35000  3.82003835e+01  9.31631789e-04   5.22619986e-03   3.62345759e-01   3.66039099e-01   2.25560830e-01   3.49070496e-03   1.62879276e-01   4.44470867e+00   4.05215825e+00   4.25586908e+00   8.61120878e-02   2.38829012e-15   1.25023413e-01   1.78536441e+02  -1.06637356e+01   7.14143333e+01
    35100  3.82943862e+01  9.37411201e-04   5.22484524e-03   3.62440857e-01   3.66540596e-01   2.25466457e-01   2.89615661e-03   1.64252193e-01   4.01829407e+00   4.02406159e+00   4.23334079e+00   6.25263979e-02   2.96052458e-15   1.25042325e-01   1.78536441e+02  -1.06637347e+01   7.14143257e+01
    35200  3.83877236e+01  9.36937502e-04   5.24803323e-03   3.62399638e-01   3.66969170e-01   2.25832442e-01   2.86164545e-03   1.75966473e-01   4.23279240e+00   4.00680143e+00   4.38743764e+00   6.45564378e-02   1.55973920e-15   1.25026562e-01   1.78536441e+02  -1.06637339e+01   7.14143320e+01
    35300  3.84832335e+01  9.67741242e-04   5.28155705e-03   3.62750846e-01   3.67371026e-01   2.25901739e-01   3.32191457e-03   1.50582802e-01   4.54575482e+00   4.44702106e+00   4.47111503e+00   7.56995018e-02   1.41698917e-15   1.25032304e-01   1.78536441e+02  -1.06637337e+01   7.14143297e+01
    35400  3.85794177e+01  9.60873525e-04   5.28845819e-03   3.63181951e-01   3.67736269e-01   2.25943368e-01   3.04852984e-03   1.55397202e-01   4.60471765e+00   5.39059896e+00   5.07238310e+00   8.55005066e-02   1.82853194e-15   1.25032184e-01   1.78536441e+02  -1.06637330e+01   7.14143297e+01
    35500  3.86748032e+01  9.48468907e-04   5.28567580e-03   3.63671220e-01   3.67885638e-01   2.25876357e-01   3.14580099e-03   1.71111068e-01   5.52050930e+00   5.16053694e+00   5.90802016e+00   6.67550279e-02   2.65549884e-15   1.25017683e-01   1.78536441e+02  -1.06637319e+01   7.14143356e+01
    35600  3.87682255e+01  9.25130440e-04   5.30822085e-03   3.64148276e-01   3.67971933e-01   2.25571147e-01   2.90472275e-03   1.86324903e-01   5.53325340e+00   4.45338544e+00   5.66928053e+00   6.22718253e-02   1.26639950e-15   1.25036982e-01   1.78536441e+02  -1.06637314e+01   7.14143278e+01
    35700  3.88601119e+01  9.07697928e-04   5.35318343e-03   3.64534499e-01   3.67922240e-01   2.25480212e-01   3.44601677e-03   1.59008797e-01   4.74779491e+00   4.20465223e+00   4.38317609e+00   7.54389897e-02   5.13143421e-16   1.25021186e-01   1.78536441e+02  -1.06637308e+01   7.14143341e+01
    35800  3.89505858e+01  9.07244448e-04   5.34730340e-03   3.65148042e-01   3.67975926e-01   2.25196476e-01   2.97213505e-03   1.74049534e-01   4.76237232e+00   3.88920787e+00   4.37685600e+00   8.46911547e-02   1.70785320e-15   1.25033088e-01   1.78536441e+02  -1.06637299e+01   7.14143294e+01
    35900  3.90414968e+01  9.16686142e-04   5.35949016e-03   3.65432536e-01   3.68082555e-01   2.25268704e-01   2.83831100e-03   1.46671794e-01   4.55164229e+00   4.23008146e+00   4.56236229e+00   9.15361621e-02   2.30885167e-15   1.25027793e-01   1.78536441e+02  -1.06637293e+01   7.14143315e+01
    36000  3.91343504e+01  9.28434101e-04   5.40391059e-03   3.65848366e-01   3.68298955e-01   2.24875587e-01   3.55485213e-03   1.36603833e-01   4.26278875e+00   4.47011737e+00   4.84194692e+00   8.59128319e-02   1.14109110e-15   1.25017448e-01   1.78536441e+02  -1.06637289e+01   7.14143356e+01
    36100  3.92271564e+01  9.31891835e-04   5.41944525e-03   3.66126553e-01   3.68663438e-01   2.24590958e-01   2.98169024e-03   1.39482415e-01   4.81474638e+00   4.04309902e+00   4.57766081e+00   7.18248722e-02   9.42043903e-16   1.25036446e-01   1.78536441e+02  -1.06637282e+01   7.14143280e+01
    36200  3.93215381e+01  9.54679715e-04   5.44574464e-03   3.66207871e-01   3.68932482e-01   2.24623451e-01   3.10170944e-03   1.67272238e-01   5.07357974e+00   4.27659784e+00   3.81018899e+00   6.37058131e-02   1.09587154e-15   1.25020085e-01   1.78536441e+02  -1.06637272e+01   7.14143346e+01
    36300  3.94164764e+01  9.49348988e-04   5.47619979e-03   3.66416402e-01   3.69142073e-01   2.24686153e-01   3.05697440e-03   1.72378279e-01   4.68072327e+00   4.76471047e+00   3.77362547e+00   7.53153450e-02   1.09955008e-15   1.25039836e-01   1.78536441e+02  -1.06637267e+01   7.14143267e+01
    36400  3.95118073e+01  9.43305280e-04   5.51433778e-03   3.66404918e-01   3.69135881e-01   2.25277014e-01   3.20916631e-03   1.51722083e-01   4.67946265e+00   4.89442832e+00   3.93451081e+00   7.63301667e-02   1.89937196e-15   1.25035624e-01   1.78536441e+02  -1.06637259e+01   7.14143284e+01
    36500  3.96047380e+01  9.21833523e-04   5.55119510e-03   3.66519170e-01   3.69068195e-01   2.25727832e-01   3.09514047e-03   1.84538266e-01   4.69801633e+00   4.63667955e+00   4.19253209e+00   7.27875554e-02   1.41906622e-15   1.25025185e-01   1.78536441e+02  -1.06637246e+01   7.14143325e+01
    36600  3.96967565e+01  9.17369101e-04   5.60481582e-03   3.66578861e-01   3.68959195e-01   2.26435586e-01   2.83714096e-03   1.72446826e-01   4.45114744e+00   4.84491863e+00   4.17363299e+00   9.80289591e-02   1.27434404e-16   1.25033729e-01   1.78536441e+02  -1.06637235e+01   7.14143291e+01
    36700  3.97877052e+01  9.08400661e-04   5.67886289e-03   3.66889167e-01   3.68782187e-01   2.26856920e-01   3.54660541e-03   1.46217234e-01   4.47895508e+00   4.70843067e+00   3.79033588e+00   8.85146390e-02   2.20600969e-16   1.25019864e-01   1.78536441e+02  -1.06637231e+01   7.14143347e+01
    36800  3.98799930e+01  9.45128477e-04   5.67687934e-03   3.67352920e-01   3.68739040e-01   2.27166910e-01   2.94851956e-03   1.44095599e-01   4.89040653e+00   4.04513890e+00   3.76011270e+00   7.25629857e-02  -3.20719009e-17   1.25034682e-01   1.78536441e+02  -1.06637221e+01   7.14143287e+01
    36900  3.99756373e+01  9.51169725e-04   5.67567923e-03   3.67722903e-01   3.68692213e-01   2.27561990e-01   3.01653400e-03   1.37597311e-01   4.63279617e+00   3.92309384e+00   4.48207771e+00   8.48931227e-02   3.08270691e-16   1.25022396e-01   1.78536441e+02  -1.06637211e+01   7.14143337e+01
    37000  4.00710340e+01  9.68347775e-04   5.70413469e-03   3.68433489e-01   3.68741435e-01   2.27326440e-01   3.27182984e-03   1.43160157e-01   4.54934305e+00   4.12531075e+00   4.76420587e+00   1.06765800e-01   6.71062216e-16   1.25032206e-01   1.78536441e+02  -1.06637208e+01   7.14143297e+01
    37100  4.01684578e+01  9.71058067e-04   5.73016072e-03   3.68900287e-01   3.68931533e-01   2.27429445e-01   3.06244602e-03   1.43028765e-01   4.16993466e+00   4.40008394e+00   4.41662939e+00   1.02424132e-01   7.32037991e-16   1.25035226e-01   1.78536441e+02  -1.06637200e+01   7.14143285e+01
    37200  4.02654682e+01  9.72054743e-04   5.75591792e-03   3.69466438e-01   3.69234689e-01   2.27031840e-01   3.16121066e-03   1.31334694e-01   4.10968045e+00   4.37485965e+00   4.03447199e+00   6.97556023e-02   1.72938774e-15   1.25020195e-01   1.78536441e+02  -1.06637187e+01   7.14143345e+01
    37300  4.03624345e+01  9.64428049e-04   5.77917970e-03   3.69769674e-01   3.69495486e-01   2.27073074e-01   2.96587758e-03   1.84524985e-01   4.11412407e+00   4.17999530e+00   3.93519516e+00   6.42717331e-02   1.67643868e-15   1.25036524e-01   1.78536441e+02  -1.06637179e+01   7.14143280e+01
    37400  4.04560524e+01  9.14123946e-04   5.80838699e-03   3.69986821e-01   3.69762405e-01   2.27011924e-01   3.45709057e-03   2.25687504e-01   4.36132315e+00   4.00382960e+00   3.77613502e+00   6.20863620e-02   1.16484606e-15   1.25026479e-01   1.78536441e+02  -1.06637175e+01   7.14143320e+01
    37500  4.05477513e+01  9.33504243e-04   5.79602917e-03   3.70174802e-01   3.70168723e-01   2.27012259e-01   2.89656253e-03   2.62956604e-01   4.46834539e+00   4.12680106e+00   4.55881685e+00   6.79933384e-02   4.51412355e-16   1.25031764e-01   1.78536441e+02  -1.06637164e+01   7.14143299e+01
    37600  4.06433541e+01  9.62352284e-04   5.81022713e-03   3.70292786e-01   3.70485112e-01   2.27612140e-01   2.94115316e-03   2.03532651e-01   4.31959812e+00   3.54994862e+00   5.00889841e+00   7.19699570e-02   1.86954495e-15   1.25038446e-01   1.78536441e+02  -1.06637158e+01   7.14143272e+01
    37700  4.07397610e+01  9.62611260e-04   5.83796466e-03   3.70646871e-01   3.70814438e-01   2.27898451e-01   3.41598342e-03   1.79493468e-01   4.49979398e+00   3.87071938e+00   4.62638693e+00   6.05202006e-02   1.13293675e-15   1.25028856e-01   1.78536441e+02  -1.06637154e+01   7.14143311e+01
    37800  4.08356367e+01  9.55687604e-04   5.82214168e-03   3.70768582e-01   3.71091010e-01   2.28666633e-01   2.88482708e-03   2.03633199e-01   4.87538933e+00   4.26327724e+00   4.60930394e+00   6.78844881e-02   1.78619368e-15   1.25040716e-01   1.78536441e+02  -1.06637144e+01   7.14143263e+01
    37900  4.09307550e+01  9.48644258e-04   5.83400786e-03   3.71044607e-01   3.71422051e-01   2.28578104e-01   3.19090350e-03   2.05078472e-01   5.44559473e+00   3.98919978e+00   5.17804455e+00   1.00184640e-01   1.83813393e-15   1.25020887e-01   1.78536441e+02  -1.06637135e+01   7.14143343e+01
    38000  4.10261967e+01  9.53674242e-04   5.87512658e-03   3.71186489e-01   3.71812885e-01   2.28232732e-01   3.22294574e-03   1.94902172e-01   5.57280417e+00   4.17195680e+00   5.42588728e+00   9.75586186e-02   1.38505015e-15   1.25024238e-01   1.78536441e+02  -1.06637130e+01   7.14143329e+01
    38100  4.11201913e+01  9.30048851e-04   5.91460367e-03   3.71203845e-01   3.72188241e-01   2.27938298e-01   3.29731353e-03   1.79465428e-01   5.34361213e+00   4.18167005e+00   5.03639323e+00   8.22176428e-02   5.93539970e-16   1.25030552e-01   1.78536441e+02  -1.06637122e+01   7.14143304e+01
    38200  4.12129820e+01  9.22279196e-04   5.94767932e-03   3.71226459e-01   3.72687320e-01   2.27544820e-01   2.99746470e-03   1.85122464e-01   4.84298567e+00   5.16995420e+00   4.23621801e+00   8.10837108e-02   1.23776138e-15   1.25019826e-01   1.78536441e+02  -1.06637106e+01   7.14143347e+01
    38300  4.13052756e+01  9.27248164e-04   6.00460179e-03   3.71050283e-01   3.73025915e-01   2.27983305e-01   2.97612523e-03   1.77899612e-01   4.37102133e+00   5.61890170e+00   4.29093756e+00   8.86428324e-02   1.23797817e-15   1.25038299e-01   1.78536441e+02  -1.06637098e+01   7.14143273e+01
    38400  4.13986069e+01  9.34322029e-04   6.06771504e-03   3.71124930e-01   3.73330687e-01   2.28048781e-01   3.47028725e-03   1.63041118e-01   4.05378322e+00   5.97573180e+00   4.28039863e+00   7.89254866e-02   1.42021315e-15   1.25020683e-01   1.78536441e+02  -1.06637088e+01   7.14143344e+01
    38500  4.14922267e+01  9.41218916e-04   6.07124384e-03   3.71172229e-01   3.73501754e-01   2.28777850e-01   2.87986142e-03   2.04091051e-01   4.16143621e+00   5.46029806e+00   4.60676995e+00   6.44236650e-02   1.11248794e-15   1.25029213e-01   1.78536441e+02  -1.06637073e+01   7.14143309e+01
    38600  4.15857851e+01  9.32238367e-04   6.07790598e-03   3.71566471e-01   3.73586621e-01   2.29332747e-01   3.11642566e-03   2.07965674e-01   4.24755393e+00   4.18847536e+00   4.66786927e+00   6.15090273e-02   4.71203781e-16   1.25032001e-01   1.78536441e+02  -1.06637067e+01   7.14143298e+01
    38700  4.16793723e+01  9.40628368e-04   6.10926452e-03   3.72184755e-01   3.73662181e-01   2.29744283e-01   3.30429226e-03   1.77422555e-01   4.20758259e+00   4.47421583e+00   4.18716755e+00   6.63703610e-02   1.89401849e-15   1.25024877e-01   1.78536441e+02  -1.06637062e+01   7.14143327e+01
    38800  4.17721297e+01  9.21766718e-04   6.10907769e-03   3.72917868e-01   3.73555020e-01   2.30340254e-01   3.05356047e-03   1.86517325e-01   4.41461797e+00   4.48248300e+00   4.74206804e+00   9.04726617e-02   1.39533050e-15   1.25041865e-01   1.78536441e+02  -1.06637052e+01   7.14143259e+01
    38900  4.18631810e+01  9.03586214e-04   6.14269608e-03   3.73868170e-01   3.73480762e-01   2.29914269e-01   3.02964065e-03   1.83063637e-01   4.59518081e+00   4.71666258e+00   5.87462547e+00   1.08935650e-01   2.21521305e-15   1.25027460e-01   1.78536441e+02  -1.06637038e+01   7.14143316e+01
    39000  4.19539481e+01  9.16948100e-04   6.19806942e-03   3.74424933e-01   3.73322877e-01   2.29755691e-01   2.99241915e-03   1.63834230e-01   4.52671715e+00   4.64167408e+00   5.69410629e+00   8.23116790e-02   1.98555558e-15   1.25040471e-01   1.78536441e+02  -1.06637030e+01   7.14143264e+01
    39100  4.20461262e+01  9.26855138e-04   6.24501175e-03   3.75035808e-01   3.73208015e-01   2.28969095e-01   3.43100593e-03   1.73984448e-01   4.31403513e+00   4.55685948e+00   4.82284305e+00   6.54341212e-02   5.90777562e-16   1.25029978e-01   1.78536441e+02  -1.06637020e+01   7.14143306e+01
    39200  4.21400327e+01  9.48384672e-04   6.25451768e-03   3.75673062e-01   3.73106964e-01   2.28122849e-01   2.90638357e-03   2.10896040e-01   4.55184010e+00   4.38237549e+00   4.45994750e+00   6.50840570e-02   2.08747093e-15   1.25028248e-01   1.78536441e+02  -1.06637005e+01   7.14143313e+01
    39300  4.22347615e+01  9.44684346e-04   6.27781907e-03   3.76345066e-01   3.73072381e-01   2.27201196e-01   3.03943768e-03   2.13695886e-01   4.56139860e+00   4.09261944e+00   4.58370035e+00   8.83755250e-02   1.75227551e-16   1.25039454e-01   1.78536441e+02  -1.06636999e+01   7.14143268e+01
    39400  4.23301033e+01  9.66273830e-04   6.32623907e-03   3.77042268e-01   3.73387943e-01   2.25785099e-01   3.33606318e-03   2.03851956e-01   4.57444712e+00   4.47439502e+00   4.45242223e+00   9.33807649e-02   2.00666352e-15   1.25027710e-01   1.78536441e+02  -1.06636995e+01   7.14143315e+01
    39500  4.24266538e+01  9.66566970e-04   6.33022848e-03   3.77433756e-01   3.73731788e-01   2.25098020e-01   2.94043359e-03   2.03058043e-01   5.13881750e+00   5.19893224e+00   4.65829263e+00   6.92538943e-02   5.67216674e-16   1.25039133e-01   1.78536441e+02  -1.06636985e+01   7.14143270e+01
    39600  4.25233039e+01  9.57513421e-04   6.35610399e-03   3.77876194e-01   3.74169456e-01   2.24036242e-01   3.04900418e-03   1.94579418e-01   5.19728378e+00   4.93230551e+00   4.29006007e+00   6.04056946e-02   9.30029178e-16   1.25033350e-01   1.78536441e+02  -1.06636978e+01   7.14143293e+01
    39700  4.26174316e+01  9.33317918e-04   6.39280478e-03   3.77971633e-01   3.74575115e-01   2.23731485e-01   3.22484000e-03   1.70785335e-01   5.60397119e+00   4.08172704e+00   3.85226592e+00   6.70280647e-02   1.67673241e-15   1.25026584e-01   1.78536441e+02  -1.06636975e+01   7.14143320e+01
    39800  4.27113613e+01  9.43794859e-04   6.39084983e-03   3.78123669e-01   3.75107807e-01   2.23489967e-01   3.31214821e-03   1.73565759e-01   5.21106949e+00   4.48367590e+00   3.98225235e+00   6.15356382e-02   1.19438109e-15   1.25029640e-01   1.78536441e+02  -1.06636970e+01   7.14143308e+01
    39900  4.28059782e+01  9.51054581e-04   6.41055702e-03   3.78354100e-01   3.75628334e-01   2.23358298e-01   3.01858718e-03   1.83543008e-01   4.62324125e+00   4.69190838e+00   4.43633016e+00   7.09705923e-02   1.75943919e-15   1.25015868e-01   1.78536441e+02  -1.06636963e+01   7.14143363e+01
    40000  4.29016042e+01  9.57882234e-04   6.44873600e-03   3.78592952e-01   3.75876660e-01   2.23777766e-01   3.20264686e-03   2.23584406e-01   4.69712136e+00   4.47947920e+00   5.02434104e+00   7.31235950e-02   2.51595880e-16   1.25033230e-01   1.78536441e+02  -1.06636958e+01   7.14143293e+01
    40100  4.29968288e+01  9.49619966e-04   6.50124343e-03   3.79020333e-01   3.76136360e-01   2.23587462e-01   3.31822179e-03   2.50038809e-01   4.98610716e+00   5.30438759e+00   4.78573434e+00   7.77261907e-02   1.09872486e-15   1.25027771e-01   1.78536441e+02  -1.06636949e+01   7.14143315e+01
    40200  4.30918693e+01  9.49421556e-04   6.53356300e-03   3.79167780e-01   3.76161574e-01   2.23983928e-01   2.96650617e-03   2.60498144e-01   4.70245572e+00   5.66699965e+00   4.31668376e+00   7.72182378e-02   5.61838721e-16   1.25026904e-01   1.78536441e+02  -1.06636933e+01   7.14143319e+01
    40300  4.31869662e+01  9.44686794e-04   6.58592553e-03   3.79447608e-01   3.76031939e-01   2.23994609e-01   3.12578575e-03   2.50030509e-01   4.70005562e+00   5.14352169e+00   4.53991768e+00   7.20480987e-02   7.18421769e-16   1.25033708e-01   1.78536441e+02  -1.06636924e+01   7.14143291e+01
    40400  4.32801925e+01  9.06606469e-04   6.65074163e-03   3.79599519e-01   3.75785642e-01   2.24249406e-01   3.33833381e-03   2.17838227e-01   4.71797007e+00   5.13422438e+00   4.73441340e+00   7.15717423e-02   3.31209164e-16   1.25016572e-01   1.78536441e+02  -1.06636913e+01   7.14143360e+01
    40500  4.33683628e+01  8.65853402e-04   6.65721650e-03   3.79875950e-01   3.75605500e-01   2.24443442e-01   3.14375026e-03   2.11946690e-01   4.34089892e+00   4.63006236e+00   4.52468529e+00   6.98896910e-02   7.37443917e-16   1.25033069e-01   1.78536441e+02  -1.06636900e+01   7.14143294e+01
    40600  4.34550532e+01  8.74882170e-04   6.67473879e-03   3.80143932e-01   3.75568789e-01   2.24361623e-01   2.98962625e-03   2.02751922e-01   4.18473340e+00   4.71644551e+00   4.82800848e+00   6.56344573e-02   2.19130948e-15   1.25022711e-01   1.78536441e+02  -1.06636889e+01   7.14143335e+01
    40700  4.35444600e+01  9.17571421e-04   6.67639479e-03   3.80121582e-01   3.75646689e-01   2.24800472e-01   3.08651771e-03   1.76562925e-01   4.18364032e+00   4.66835667e+00   5.24952009e+00   6.99310829e-02   1.27553642e-15   1.25036213e-01   1.78536441e+02  -1.06636882e+01   7.14143281e+01
    40800  4.36370449e+01  9.22626346e-04   6.68730984e-03   3.80119529e-01   3.76099947e-01   2.24694828e-01   3.33380940e-03   2.04498889e-01   4.92853482e+00   4.84401271e+00   5.24963342e+00   5.46976477e-02   1.63945739e-15   1.25032280e-01   1.78536441e+02  -1.06636874e+01   7.14143297e+01
    40900  4.37280817e+01  9.04766494e-04   6.70375909e-03   3.79932378e-01   3.76741869e-01   2.24927685e-01   2.94343224e-03   1.87079360e-01   4.77535643e+00   4.89469107e+00   4.98488887e+00   5.85022408e-02   8.33393869e-16   1.25022524e-01   1.78536441e+02  -1.06636865e+01   7.14143336e+01
    41000  4.38194276e+01  9.28466011e-04   6.73346306e-03   3.80019893e-01   3.77315289e-01   2.25221431e-01   3.12662613e-03   1.70786548e-01   4.42693148e+00   4.73088663e+00   4.72467527e+00   6.27131503e-02   1.42691636e-15   1.25032190e-01   1.78536441e+02  -1.06636859e+01   7.14143297e+01
    41100  4.39145884e+01  9.57141136e-04   6.77556858e-03   3.80506657e-01   3.77731026e-01   2.25144013e-01   3.36896459e-03   1.63740091e-01   4.54685195e+00   6.04265650e+00   4.00518433e+00   5.87510598e-02   1.25137760e-15   1.25017155e-01   1.78536441e+02  -1.06636852e+01   7.14143358e+01
    41200  4.40081737e+01  9.17635078e-04   6.76991560e-03   3.80868886e-01   3.77852233e-01   2.25432616e-01   3.04397437e-03   1.61012054e-01   4.73563222e+00   5.96914484e+00   4.73542518e+00   7.24800906e-02   1.82731509e-15   1.25031259e-01   1.78536441e+02  -1.06636842e+01   7.14143301e+01
    41300  4.40997533e+01  9.22867944e-04   6.78297532e-03   3.81337831e-01   3.77923537e-01   2.24930369e-01   3.06807043e-03   1.58490598e-01   4.98660453e+00   5.03386066e+00   5.19340058e+00   6.40703451e-02   1.62286896e-15   1.25024886e-01   1.78536441e+02  -1.06636831e+01   7.14143327e+01
    41400  4.41936364e+01  9.52587531e-04   6.81159895e-03   3.81407363e-01   3.78105337e-01   2.24856360e-01   3.16438225e-03   2.02984192e-01   5.00152779e+00   4.64879866e+00   4.62671912e+00   5.70158656e-02   3.28705514e-16   1.25028064e-01   1.78536441e+02  -1.06636824e+01   7.14143314e+01
    41500  4.42872088e+01  9.28642813e-04   6.83359351e-03   3.81462402e-01   3.78498435e-01   2.24672259e-01   3.33206971e-03   2.15154854e-01   4.67114845e+00   4.23869760e+00   3.82462700e+00   5.96773915e-02   1.92708345e-15   1.25029618e-01   1.78536441e+02  -1.06636816e+01   7.14143308e+01
    41600  4.43812902e+01  9.54326843e-04   6.84322409e-03   3.81390433e-01   3.79204286e-01   2.24623328e-01   2.98018506e-03   1.78579298e-01   4.51275111e+00   4.00823447e+00   4.02689908e+00   6.11025555e-02   1.48911248e-15   1.25019509e-01   1.78536441e+02  -1.06636805e+01   7.14143348e+01
