#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_e         linf_rho         linf_rho_v1      linf_rho_e       dsdu_ut          e_kinetic        e_total          entropy          pressure      
   157700  7.54953195e+00  4.77982520e-05   6.12675038e-03   6.12675038e-04   3.06337518e-05   2.25853221e-02   2.25853221e-03   1.12927062e-04   4.61002764e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   157800  7.55431847e+00  4.79316688e-05   6.12977195e-03   6.12977195e-04   3.06488600e-05   2.27929704e-02   2.27929704e-03   1.13965305e-04   1.96891115e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   157900  7.55911858e+00  4.80699744e-05   6.13275035e-03   6.13275035e-04   3.06637520e-05   2.29827880e-02   2.29827880e-03   1.14914391e-04   3.44125770e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   158000  7.56393277e+00  4.82131637e-05   6.13569472e-03   6.13569472e-04   3.06784739e-05   2.31545884e-02   2.31545884e-03   1.15773392e-04  -2.00468982e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   158100  7.56876152e+00  4.83612333e-05   6.13861444e-03   6.13861444e-04   3.06930723e-05   2.33081927e-02   2.33081927e-03   1.16541416e-04  -2.73327368e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   158200  7.57360533e+00  4.85141818e-05   6.14151907e-03   6.14151907e-04   3.07075954e-05   2.34434299e-02   2.34434299e-03   1.17217604e-04   1.29562160e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   158300  7.57846468e+00  4.86720096e-05   6.14441833e-03   6.14441833e-04   3.07220916e-05   2.35601374e-02   2.35601374e-03   1.17801140e-04   5.84927072e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   158400  7.58333541e+00  4.87234914e-05   6.14731928e-03   6.14731928e-04   3.07365961e-05   2.36580769e-02   2.36580770e-03   1.18290838e-04   1.81495444e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   158500  7.58820937e+00  4.87560549e-05   6.15022655e-03   6.15022655e-04   3.07511323e-05   2.37370352e-02   2.37370352e-03   1.18685630e-04  -1.64907150e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   158600  7.59308681e+00  4.87932306e-05   6.15314970e-03   6.15314970e-04   3.07657481e-05   2.37970304e-02   2.37970304e-03   1.18985606e-04  -4.97648797e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   158700  7.59796821e+00  4.88350677e-05   6.15609815e-03   6.15609815e-04   3.07804908e-05   2.38380950e-02   2.38380950e-03   1.19190928e-04   1.03541307e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   158800  7.60285402e+00  4.88816182e-05   6.15908105e-03   6.15908105e-04   3.07954054e-05   2.38602711e-02   2.38602711e-03   1.19301809e-04  -1.45608352e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   158900  7.60774474e+00  4.89329362e-05   6.16210727e-03   6.16210727e-04   3.08105367e-05   2.38636107e-02   2.38636107e-03   1.19318509e-04  -8.39714583e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   159000  7.61264083e+00  4.89890790e-05   6.16518527e-03   6.16518527e-04   3.08259266e-05   2.38481755e-02   2.38481755e-03   1.19241332e-04   1.40241551e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   159100  7.61754278e+00  4.90501060e-05   6.16832312e-03   6.16832311e-04   3.08416157e-05   2.38140368e-02   2.38140368e-03   1.19070640e-04   2.65954793e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   159200  7.62245108e+00  4.91160795e-05   6.17152842e-03   6.17152842e-04   3.08576419e-05   2.37612757e-02   2.37612758e-03   1.18806835e-04   1.04354459e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   159300  7.62736623e+00  4.91870642e-05   6.17480828e-03   6.17480828e-04   3.08740411e-05   2.36899830e-02   2.36899830e-03   1.18450373e-04   2.65168746e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   159400  7.63228873e+00  4.92631277e-05   6.17816925e-03   6.17816925e-04   3.08908460e-05   2.36002591e-02   2.36002591e-03   1.18001751e-04  -1.26526394e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
