#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_theta     linf_rho         linf_rho_v1      linf_rho_theta   dsdu_ut          energy_kinetic   entropy          entropy_phys     pressurecompute
    10000  4.36851008e-01  4.44124647e-05   1.39830510e-03   1.39830510e-04   1.48152660e-15   9.37084851e-03   9.37084851e-04   5.99520433e-15   1.09287579e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    10100  4.41298402e-01  4.45352743e-05   1.40767785e-03   1.40767785e-04   1.55251333e-15   9.46919707e-03   9.46919707e-04   8.21565038e-15   9.19403442e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    10200  4.45758407e-01  4.46646217e-05   1.41710161e-03   1.41710161e-04   1.66069334e-15   9.56485855e-03   9.56485855e-04   1.23234756e-14  -1.47451495e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    10300  4.50231678e-01  4.48005440e-05   1.42658670e-03   1.42658670e-04   1.45501455e-15   9.65771603e-03   9.65771603e-04   7.54951657e-15  -1.38777878e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    10400  4.54718875e-01  4.49430801e-05   1.43614353e-03   1.43614353e-04   1.43808066e-15   9.74764948e-03   9.74764948e-04   8.10462808e-15  -1.45716772e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    10500  4.59220662e-01  4.50922706e-05   1.44578261e-03   1.44578261e-04   1.51888039e-15   9.83453568e-03   9.83453568e-04   1.12132525e-14   7.89299182e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    10600  4.63737705e-01  4.52481578e-05   1.45551449e-03   1.45551449e-04   1.59728097e-15   9.91824812e-03   9.91824811e-04   1.19904087e-14  -7.11236625e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    10700  4.68270677e-01  4.54107855e-05   1.46534976e-03   1.46534976e-04   1.44455688e-15   9.99865683e-03   9.99865683e-04   5.10702591e-15   7.28583860e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    10800  4.72820254e-01  4.55801993e-05   1.47529904e-03   1.47529904e-04   1.59110800e-15   1.00756284e-02   1.00756284e-03   6.88338275e-15   1.38777878e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    10900  4.77387118e-01  4.57564464e-05   1.48537294e-03   1.48537294e-04   2.07337513e-15   1.01490256e-02   1.01490256e-03   1.17683641e-14   6.41847686e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    11000  4.81971953e-01  4.59395757e-05   1.49558206e-03   1.49558206e-04   2.06045708e-15   1.02187078e-02   1.02187078e-03   1.02140518e-14  -8.50014503e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    11100  4.86575451e-01  4.61296378e-05   1.50593695e-03   1.50593695e-04   2.09067500e-15   1.02845302e-02   1.02845302e-03   1.02140518e-14  -2.51534904e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    11200  4.91198307e-01  4.63266847e-05   1.51644808e-03   1.51644808e-04   2.10882313e-15   1.03463443e-02   1.03463443e-03   1.02140518e-14  -2.42861287e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    11300  4.95841223e-01  4.65307705e-05   1.52712583e-03   1.52712583e-04   2.21004036e-15   1.04039973e-02   1.04039973e-03   1.02140518e-14  -4.68375339e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    11400  5.00504905e-01  4.67419505e-05   1.53798047e-03   1.53798047e-04   2.19401216e-15   1.04573326e-02   1.04573326e-03   1.02140518e-14   1.27502175e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    11500  5.05190066e-01  4.69602818e-05   1.54902212e-03   1.54902212e-04   2.21365663e-15   1.05061892e-02   1.05061892e-03   1.02140518e-14  -1.11022302e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    11600  5.09897424e-01  4.71858232e-05   1.56026075e-03   1.56026075e-04   1.77546852e-15   1.05504016e-02   1.05504016e-03   8.77076189e-15  -6.93889390e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    11700  5.14627702e-01  4.74186351e-05   1.57170610e-03   1.57170610e-04   2.03398820e-15   1.05898001e-02   1.05898001e-03   7.32747196e-15   2.68882139e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    11800  5.19381632e-01  4.76587793e-05   1.58336772e-03   1.58336772e-04   2.03160565e-15   1.06242105e-02   1.06242105e-03   7.32747196e-15   8.50014503e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    11900  5.24159948e-01  4.79063196e-05   1.59525491e-03   1.59525491e-04   2.04865438e-15   1.06534539e-02   1.06534539e-03   7.43849426e-15   3.98986399e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    12000  5.28963395e-01  4.81613209e-05   1.60737670e-03   1.60737670e-04   2.18606072e-15   1.06773468e-02   1.06773468e-03   7.54951657e-15  -2.08166817e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    12100  5.33792722e-01  4.84238501e-05   1.61974181e-03   1.61974181e-04   2.27005931e-15   1.06957011e-02   1.06957011e-03   7.54951657e-15  -1.04083409e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    12200  5.38648685e-01  4.86939755e-05   1.63235868e-03   1.63235868e-04   2.37551852e-15   1.07083236e-02   1.07083236e-03   1.08801856e-14  -1.22298005e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    12300  5.43532047e-01  4.89717669e-05   1.64523537e-03   1.64523537e-04   2.36822499e-15   1.07150166e-02   1.07150166e-03   9.43689571e-15  -8.67361738e-19   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    12400  5.48443578e-01  4.92572957e-05   1.65837960e-03   1.65837960e-04   2.38393887e-15   1.07155772e-02   1.07155772e-03   7.99360578e-15  -1.49186219e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    12500  5.53384056e-01  4.95506349e-05   1.67179871e-03   1.67179871e-04   2.35129612e-15   1.07097979e-02   1.07097979e-03   7.32747196e-15  -1.90819582e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    12600  5.58354265e-01  4.98518587e-05   1.68549963e-03   1.68549963e-04   2.42068896e-15   1.06974660e-02   1.06974660e-03   9.88098492e-15   4.51028104e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    12700  5.63354998e-01  5.01610433e-05   1.69948887e-03   1.69948887e-04   2.57885305e-15   1.06783639e-02   1.06783639e-03   9.88098492e-15  -3.20923843e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    12800  5.68387055e-01  5.04782659e-05   1.71377252e-03   1.71377252e-04   2.63979025e-15   1.06522691e-02   1.06522691e-03   9.88098492e-15  -1.04083409e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    12900  5.73451243e-01  5.08036053e-05   1.72835619e-03   1.72835619e-04   2.16249270e-15   1.06189542e-02   1.06189542e-03   9.10382880e-15   7.80625564e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    13000  5.78548379e-01  5.11371419e-05   1.74324507e-03   1.74324507e-04   2.81734472e-15   1.05781866e-02   1.05781866e-03   1.99840144e-14   5.11743425e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    13100  5.83679285e-01  5.14789571e-05   1.75844386e-03   1.75844386e-04   2.93629175e-15   1.05297293e-02   1.05297293e-03   1.99840144e-14  -7.45931095e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    13200  5.88844795e-01  5.18291342e-05   1.77395677e-03   1.77395677e-04   2.59887210e-15   1.04733400e-02   1.04733400e-03   1.01030295e-14   2.77555756e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    13300  5.94045748e-01  5.21877574e-05   1.78978755e-03   1.78978755e-04   2.79966952e-15   1.04087720e-02   1.04087720e-03   9.99200722e-15   2.60208521e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    13400  5.99282994e-01  5.25549124e-05   1.80593945e-03   1.80593945e-04   3.19782508e-15   1.03357740e-02   1.03357740e-03   2.23154828e-14   7.54604712e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    13500  6.04557389e-01  5.29306862e-05   1.82241526e-03   1.82241526e-04   3.38411847e-15   1.02540901e-02   1.02540901e-03   2.23154828e-14  -1.73472348e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    13600  6.09869801e-01  5.33151671e-05   1.83921725e-03   1.83921725e-04   3.17120135e-15   1.03212414e-02   1.03212414e-03   1.21014310e-14   8.93382590e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    13700  6.15221105e-01  5.37084444e-05   1.85634726e-03   1.85634725e-04   3.10551987e-15   1.04578650e-02   1.04578650e-03   1.21014310e-14   1.05818132e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    13800  6.20612184e-01  5.41106088e-05   1.87380662e-03   1.87380662e-04   3.48454868e-15   1.05877115e-02   1.05877115e-03   2.14273044e-14  -1.56125113e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    13900  6.26043932e-01  5.45217522e-05   1.89159625e-03   1.89159625e-04   3.58192249e-15   1.07103664e-02   1.07103664e-03   2.14273044e-14   1.30104261e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    14000  6.31517233e-01  5.49284194e-05   1.90971652e-03   1.90971652e-04   3.18773245e-15   1.08254063e-02   1.08254063e-03   1.43218770e-14   2.34187669e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    14100  6.36991212e-01  5.45563839e-05   1.92802700e-03   1.92802700e-04   3.14061330e-15   1.09316239e-02   1.09316239e-03   1.43218770e-14  -1.21430643e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    14200  6.42428443e-01  5.41933495e-05   1.94639310e-03   1.94639310e-04   3.38945669e-15   1.10281445e-02   1.10281445e-03   1.59872116e-14   7.45931095e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    14300  6.47829819e-01  5.38391951e-05   1.96480668e-03   1.96480667e-04   3.28378380e-15   1.11149427e-02   1.11149427e-03   1.59872116e-14  -1.73472348e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    14400  6.53196224e-01  5.34938023e-05   1.98325986e-03   1.98325986e-04   3.21658153e-15   1.11920056e-02   1.11920056e-03   1.08801856e-14   8.50014503e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    14500  6.58528527e-01  5.31570548e-05   2.00174507e-03   2.00174507e-04   3.09275513e-15   1.12593325e-02   1.12593325e-03   1.57651669e-14  -9.45424294e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    14600  6.63827587e-01  5.28288393e-05   2.02025507e-03   2.02025507e-04   2.81359193e-15   1.13169338e-02   1.13169338e-03   9.10382880e-15  -5.37764278e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    14700  6.69094252e-01  5.25090444e-05   2.03878295e-03   2.03878295e-04   2.89760056e-15   1.13648307e-02   1.13648307e-03   1.06581410e-14  -6.07153217e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    14800  6.74329357e-01  5.21975615e-05   2.05732217e-03   2.05732217e-04   3.13523139e-15   1.16299651e-02   1.16299651e-03   1.43218770e-14  -1.21430643e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    14900  6.79533730e-01  5.18942845e-05   2.07586655e-03   2.07586655e-04   2.99000785e-15   1.19393178e-02   1.19393178e-03   1.14352972e-14  -9.02056208e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    15000  6.84708185e-01  5.15991095e-05   2.09441032e-03   2.09441032e-04   2.81634457e-15   1.22446163e-02   1.22446163e-03   1.14352972e-14   6.24500451e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    15100  6.89853527e-01  5.13119354e-05   2.11294806e-03   2.11294806e-04   2.91321724e-15   1.25456374e-02   1.25456374e-03   1.58761893e-14   2.25514052e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    15200  6.94970552e-01  5.10326632e-05   2.13147474e-03   2.13147474e-04   2.97459455e-15   1.28421641e-02   1.28421641e-03   1.22124533e-14  -7.37257477e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    15300  7.00060045e-01  5.07611965e-05   2.14998573e-03   2.14998573e-04   3.20880557e-15   1.31339855e-02   1.31339855e-03   1.58761893e-14   5.20417043e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    15400  7.05122781e-01  5.04974413e-05   2.16847676e-03   2.16847676e-04   2.92080887e-15   1.34208965e-02   1.34208965e-03   1.58761893e-14  -1.12757026e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    15500  7.10159527e-01  5.02413059e-05   2.18694392e-03   2.18694392e-04   3.07052047e-15   1.37026976e-02   1.37026976e-03   1.58761893e-14  -1.31838984e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    15600  7.15171041e-01  4.99927012e-05   2.20538368e-03   2.20538368e-04   3.19859805e-15   1.39791950e-02   1.39791950e-03   1.58761893e-14   5.20417043e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    15700  7.20158071e-01  4.97515402e-05   2.22379283e-03   2.22379283e-04   3.44639773e-15   1.42501999e-02   1.42501999e-03   1.67643677e-14   4.77048956e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    15800  7.25121357e-01  4.95177384e-05   2.24216852e-03   2.24216852e-04   3.11821797e-15   1.45155290e-02   1.45155290e-03   1.14352972e-14   6.15826834e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    15900  7.30061631e-01  4.92912136e-05   2.26050822e-03   2.26050822e-04   3.03817585e-15   1.47750039e-02   1.47750039e-03   1.14352972e-14  -6.41847686e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    16000  7.34979616e-01  4.90718860e-05   2.27880969e-03   2.27880969e-04   3.01807349e-15   1.50284509e-02   1.50284509e-03   1.14352972e-14   3.81639165e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    16100  7.39876030e-01  4.88596778e-05   2.29707101e-03   2.29707101e-04   2.85052059e-15   1.52757010e-02   1.52757010e-03   1.06581410e-14  -1.66533454e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    16200  7.44751578e-01  4.86545137e-05   2.31529053e-03   2.31529053e-04   2.83192848e-15   1.55165897e-02   1.55165897e-03   1.59872116e-14   1.56125113e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    16300  7.49606963e-01  4.84563207e-05   2.33346685e-03   2.33346685e-04   2.92962555e-15   1.57509569e-02   1.57509569e-03   1.21014310e-14  -3.90312782e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    16400  7.54442878e-01  4.82650277e-05   2.35159883e-03   2.35159883e-04   3.10586305e-15   1.59786466e-02   1.59786466e-03   1.74305015e-14  -6.33174069e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    16500  7.59260008e-01  4.80805662e-05   2.36968557e-03   2.36968557e-04   3.08170977e-15   1.61995065e-02   1.61995065e-03   1.45439216e-14   1.57859836e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    16600  7.64059035e-01  4.79028695e-05   2.38772639e-03   2.38772639e-04   2.94823580e-15   1.64133885e-02   1.64133885e-03   1.45439216e-14   1.54390389e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    16700  7.68840631e-01  4.77318734e-05   2.40572079e-03   2.40572079e-04   3.64670488e-15   1.66201480e-02   1.66201480e-03   1.46549439e-14   1.64798730e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    16800  7.73605464e-01  4.75675155e-05   2.42366847e-03   2.42366847e-04   3.55944701e-15   1.68196439e-02   1.68196439e-03   1.46549439e-14  -7.45931095e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    16900  7.78354193e-01  4.74097357e-05   2.44156933e-03   2.44156932e-04   3.54069234e-15   1.70117383e-02   1.70117383e-03   1.21014310e-14  -3.98986399e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    17000  7.83087473e-01  4.72584760e-05   2.45942337e-03   2.45942337e-04   4.01689182e-15   1.71962968e-02   1.71962968e-03   1.83186799e-14  -3.64291930e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    17100  7.87805955e-01  4.71136804e-05   2.47723080e-03   2.47723080e-04   3.88297298e-15   1.73731878e-02   1.73731878e-03   1.23234756e-14  -3.64291930e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    17200  7.92510282e-01  4.69752949e-05   2.49499191e-03   2.49499191e-04   3.61600864e-15   1.75422828e-02   1.75422828e-03   1.29896094e-14   9.88792381e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    17300  7.97201091e-01  4.68432676e-05   2.51270714e-03   2.51270714e-04   3.67514925e-15   1.77034561e-02   1.77034561e-03   1.29896094e-14  -8.41340886e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    17400  8.01879017e-01  4.67175486e-05   2.53037702e-03   2.53037702e-04   3.76246545e-15   1.78565845e-02   1.78565845e-03   1.23234756e-14   2.25514052e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    17500  8.06544687e-01  4.65980899e-05   2.54800219e-03   2.54800219e-04   3.86270123e-15   1.80015474e-02   1.80015474e-03   1.33226763e-14  -8.76035355e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    17600  8.11198725e-01  4.64848456e-05   2.56558334e-03   2.56558334e-04   4.01564092e-15   1.81382268e-02   1.81382268e-03   1.26565425e-14  -6.93889390e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    17700  8.15841751e-01  4.63777715e-05   2.58312127e-03   2.58312127e-04   4.16235151e-15   1.82665068e-02   1.82665068e-03   1.26565425e-14  -3.20923843e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    17800  8.20474380e-01  4.62768256e-05   2.60061682e-03   2.60061682e-04   4.34037094e-15   1.83862738e-02   1.83862738e-03   1.40998324e-14  -1.52655666e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    17900  8.25097222e-01  4.61819676e-05   2.61807089e-03   2.61807089e-04   4.69074154e-15   1.84974163e-02   1.84974163e-03   1.43218770e-14  -1.74339709e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    18000  8.29710883e-01  4.60931592e-05   2.63548441e-03   2.63548441e-04   5.01722407e-15   1.85998249e-02   1.85998249e-03   1.43218770e-14   1.99493200e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    18100  8.34315968e-01  4.60103638e-05   2.65285836e-03   2.65285836e-04   4.80453306e-15   1.86933920e-02   1.86933920e-03   1.43218770e-14   3.38271078e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    18200  8.38913076e-01  4.59335467e-05   2.67019372e-03   2.67019372e-04   4.61103284e-15   1.87780121e-02   1.87780121e-03   1.43218770e-14  -1.16226473e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    18300  8.43502802e-01  4.58626753e-05   2.68749153e-03   2.68749153e-04   4.59230755e-15   1.88535810e-02   1.88535810e-03   1.43218770e-14   8.23993651e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    18400  8.48085740e-01  4.57977184e-05   2.70475280e-03   2.70475280e-04   4.59194015e-15   1.89199968e-02   1.89199968e-03   1.43218770e-14  -1.08420217e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    18500  8.52662480e-01  4.57386469e-05   2.72197856e-03   2.72197856e-04   4.63568528e-15   1.89771589e-02   1.89771589e-03   1.43218770e-14   9.02056208e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    18600  8.57233608e-01  4.56854332e-05   2.73916985e-03   2.73916985e-04   4.54925863e-15   1.90249683e-02   1.90249683e-03   1.46549439e-14  -1.38777878e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    18700  8.61799710e-01  4.56380518e-05   2.75632767e-03   2.75632767e-04   4.87425261e-15   1.90633277e-02   1.90633277e-03   1.46549439e-14  -3.12250226e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    18800  8.66361368e-01  4.55964786e-05   2.77345305e-03   2.77345305e-04   4.91649574e-15   1.90921413e-02   1.90921413e-03   1.57651669e-14   2.68882139e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    18900  8.70919160e-01  4.55606915e-05   2.79054697e-03   2.79054697e-04   5.05955160e-15   1.91113146e-02   1.91113146e-03   1.43218770e-14  -3.81639165e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    19000  8.75473665e-01  4.55306701e-05   2.80761040e-03   2.80761039e-04   4.60120082e-15   1.91207548e-02   1.91207548e-03   1.45439216e-14   1.09287579e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    19100  8.80025459e-01  4.55063956e-05   2.82464428e-03   2.82464428e-04   4.33286192e-15   1.91203704e-02   1.91203704e-03   1.44328993e-14  -1.23165367e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    19200  8.84575114e-01  4.54878509e-05   2.84164953e-03   2.84164953e-04   4.91229953e-15   1.91100713e-02   1.91100713e-03   1.50990331e-14  -8.06646416e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    19300  8.89123204e-01  4.54750206e-05   2.85862704e-03   2.85862704e-04   4.86183636e-15   1.90897689e-02   1.90897689e-03   2.39808173e-14  -8.32667268e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    19400  8.93670298e-01  4.54678911e-05   2.87557767e-03   2.87557767e-04   5.03995969e-15   1.90593762e-02   1.90593762e-03   2.39808173e-14  -6.07153217e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    19500  8.98216967e-01  4.54664503e-05   2.89250221e-03   2.89250221e-04   5.08448966e-15   1.90188072e-02   1.90188072e-03   2.39808173e-14  -3.90312782e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    19600  9.02763779e-01  4.54706880e-05   2.90940146e-03   2.90940146e-04   5.08624943e-15   1.89679778e-02   1.89679778e-03   2.39808173e-14  -9.54097912e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
